id_item,price,info,fullname,gb_link,gb_info
31396,"8.5g / 28,000",크림과 파우더 타입의 단점을 개선한 새로운 제형의 제품으로 피부에 자연스럽게 물들인 듯 고급스럽고 은은한 투명 광채를 부여,정샘물 텐티드 페이스트 진저 페이스트,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=31401&TipSeq=45829,[2016.06.29] 22화 Ⅱ.동안의 완성 고유의 색 찾기
32369,"118ml / 39,000","하루종일 무너짐없이 처음 메이크업 그대로, 2017년 NEW 메이크업 세팅 픽서!",어반디케이 올나이터 메이크업세팅스프레이,,
29935,"9ml / 6,000",오랜시간 볼륨있고 입체적인 속눈썹으로 짱짱하게 고정시켜주는 마스카라 전용 픽서,더샘 샘물 부스팅 픽서 마스카라,,
33248,"2.5g / 18,000",쉽게 블렌드 되며 지속력이 뛰어나 피부에 잘 밀착되는 루스 컬러 파우더,맥 피그먼트 / 리틀 맥 #코퍼스파클,,
28657,"5.4g / 37,000원",로맨스 코랄 틴트로 사랑스럽고 감미로운 이미지를 더해줌,슈에무라 틴트 인 젤라토 (#CR01),http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29451&TipSeq=36923,[2014.03.26] 4화 Ⅲ. 수분 광채 핑크 라이트 메이크업
33139,"4.7g / 27,000",단 한 번의 터치로도 보이는 그대로의 색감을 구현하여 아티스트가 컬러링한 듯 선명한 입술을 연출하는 고선명 고밀착 립스틱,정샘물 하이 컬러 립스틱 #립 섀도우,,
31388,"100ml / 82,000",장미 꽃잎과 로즈워터가 함유되어 있어 피부에 보습 및 토닝 효과를 제공해 주는 독특한 젤 포뮬러의 수분충전 마스크,프레쉬 로즈 페이스 마스크,,
33030,"30ml / 52,000",피부를 편안하게 컨디셔닝 해주면서 오랫동안 메이크업을 지속시켜주는 롱웨어 파운데이션.,맥 프로 롱웨어 SPF10 파운데이션,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=33039&TipSeq=54458,[2018.02.16] 4화 Ⅱ. 제품력 필터링
28656,"7.5g / 55,000원",독특한 크리미 포뮬러가 부드럽게 블렌딩되어 하이라이팅 효과를 주어 입체적인 페이스라인을 연출해줌,나스 매트 멀티플 엑서마스,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29451&TipSeq=36923,[2014.03.26] 4화 Ⅲ. 수분 광채 핑크 라이트 메이크업
28742,"1.7ml / 33,000원",다양한 컬러를 가진 강력한 워터프루프 리퀴드 아이라이너,아쿠아 라이너 (05 다이아몬드 터쿠아즈 블루),http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29460&TipSeq=36977,[2014.05.28] 13화 Ⅳ. 썸을 부르는 그 곳 <캠핑장> 메이크업&헤어
28198,2.5ml / 36000원,"한 제품으로 두 가지의 텍스쳐를 표현할 수 있습니다. (새틴매트 / 글로시) 매일 사용할 수 있는 자연스러운 색상들과 트렌디한 레드, 체리색상의 컬러까지 폭이 넓은 색상구성으로 자신에게 어울리는 리퀴드 루즈를 선택할 수 있습니다.",메이크업포에버 아쿠아 루즈,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29423&TipSeq=36727,[2013.06.05] 15화 Ⅱ. 컬러풀 아이즈 메이크업(2) : 펑키룩
32368,"70ml / 8,900",피오니와 화이트 머스크로 단아하고 우아한 플로럴 향을 담은 워터젤 타입의 세럼,케라시스 케라마이드 마이크로 아쿠아 세럼,,
32904,"120ml / 24,000","문제성 피부를 벗어나기 위한 첫 단계 여드름, 흔적, 트러블 이제 간편하게 클리어",쉬드엘 피니쉬드 아크네 클리어 페이스 폼 클렌저,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=32913&TipSeq=53868,[2017.11.22] 37화 Ⅱ. 예쁨 보스 그레잇 메이크업
30994,"3g / 29,000",다양한 컬러와 텍스처로 어디서든 돋보이는 룩을 연출할 수 있는 맥에서 가장 유명한 제품,맥 립스틱 (Sushi kiss),http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=31128&TipSeq=44197,[2016.04.27] 13화 Ⅳ.정샘물's 달빛 M.U
31387,"12.7ml / 8,000",아이코닉한 래쉬 빌딩 브러시가 속눈썹 사이상이에 말착되어 번짐이나 뭉침 현상을 최소화 해 줍니다.,메이블린 뉴욕 그레이트 래쉬 마스카라,,
28655,"150ml / 38,000원","수분감 가득한 미스트로 피부를 시원하고 촉촉하게 가꿔주며 설탕에서 추출한 보습제 히아루론산, 진정효과가 뛰어난 에키네시아와 로즈워터를 블렌딩하여 클렌징 후 상쾌함을 더해 줌",아베다 보태니컬 키네틱스 스킨 퍼밍/토닝 에이전트,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29451&TipSeq=36923,[2014.03.26] 4화 Ⅲ. 수분 광채 핑크 라이트 메이크업
31386,"30ml / 57,000",가볍고 촉촉한 텍스처로 하루종일 빈틈없이 보호하는 자외선 차단제,랑콤 UV 엑스퍼트 자외선 차단제,,
28654,"50ml / 25,000원",촘촘한 이중 보습 작용과 부드러운 피부결 관리에 도움을 주어 매끈하고 탄탄한 피부를 구현해주는 크림,바닐라코 피니싱 앤 부스팅 모이스처라이징 피니쉬 크림,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29451&TipSeq=36923,[2014.03.26] 4화 Ⅲ. 수분 광채 핑크 라이트 메이크업
30993,"72x146mm / 8,000",화장대 위 아이섀도우를 한 곳에 모아 색상별로 깔끔하게 정리할 수 있게 도와주는 동용기 팔레트입니다.,에뛰드하우스 마이뷰티툴 섀도우 공용기(8구),,
32163,"25g / 18,000",은은하고 생기있는 자연스런 윤기 피부로 연출해주는 핑크 피치 바디밤,바닐라코 플레이 바디 쉬머 밤,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=32158&TipSeq=50773,[2017.04.02] 7화 Ⅰ.내 몸 SORRY AWARDS 꿈치 케어
28197,15ml / 26000원,윤기있고 도톰해 보이는 입술을 위한 새로운 캔디 립 글로스,베네피트 울트라 플러쉬 립 글로스,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29423&TipSeq=36726,[2013.06.05] 15화 Ⅰ. 컬러풀 아이즈 메이크업(1) : 베일드 룩
33029,"30g / 14,900",자외선으로부터 피부를 지켜주며 촉촉하고 윤기있게 마무리되는 제품.,무지 크림 파운데이션,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=33039&TipSeq=54458,[2018.02.16] 4화 Ⅱ. 제품력 필터링
24565,"3.7ml / 35,000",투명하게 반짝이는 샤인 효과의 입술 연출. 셀러브리티가 사랑하는 슈에무라 립스틱. '하이브리드 피그먼트' 테크놀로지의 맑고 생생한 컬러에 투명하게 반짝이는 샤인 효과가 더해진 신제품.루즈 언리미티드 수프림 샤인,슈에무라 루즈 언리미티드 수프림 샤인,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29350&TipSeq=36131,[2011.10.05] 36화 Ⅱ. 리얼 스킨 커버 & 립 & 아이
32900,"3.2g / 32,000",다이아몬드처럼 빛나는 입술,셀레뷰 블랙 세럼 립 루즈 #03호 하바나 코랄,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=32895&TipSeq=53664,[2017.11.01] 34화 Ⅱ. 4MC's 메이크업
32054,"9.5g / 15,000",부드러운 크림 젤 텍스처로 한국 여성의 눈매를 깔끔하게 살려주는 라이너,바닐라코 아이 러브 쿠션 젤 아이라이너 #블랙,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=32058&TipSeq=50350,[2017.02.26] 2화 Ⅱ.블랙핑크 메이크업 배틀
32367,"70ml / 8,900",밤에 어울리는 차분하고 은은하며 치유되는 듯한 건강한 느낌을 담은 세럼,케라시스 케라마이드 나이트 리페어 세럼,,
32162,"6.8ml / 14,000",수분감을 지닌 컨실러로 피부 결점을 지워주며 하루 종일 촉촉하게 유지되는 컨실러,메이블린 뉴욕 핏 미 컨실러 #20 SAND SABLE,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=32158&TipSeq=50773,[2017.04.02] 7화 Ⅰ.내 몸 SORRY AWARDS 꿈치 케어
23062,"30g / 115,000",60%의 수분이 함유된 오일 프리 젤 타입 화운데이션 할리우드 셀러브리티들이 사용하면서 입소문 난 제품으로 낫토 콩과 해주류 추출물이 피부에 수분을 공급하고 가벼운 사용감을 자랑하는 오일프리 젤파운데이션입니다/,샹테카이 퓨쳐 스킨 (젤 타입 화운데이션),http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29378&TipSeq=36425,[2012.05.30] 17화 Ⅱ. 여드름 라인 제품 소개
28196,3.5g / 7500원,크리미한 텍스처로 쉽고 빠르게 연출하는 라이너 겸용 섀도우 펜슬,이니스프리 섀도우 펜슬 2호 부드러운 밀크티,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29423&TipSeq=36726,[2013.06.05] 15화 Ⅰ. 컬러풀 아이즈 메이크업(1) : 베일드 룩
31384,"9.8ml / 4,000","컬러링 전, 촉촉하고 깨끗하게 건강한 손톱으로 비타민 영양 케어",바닐라코 투모로우 네일 손톱 강화제,,
28180,4g /,"- 딥 컬러의 젤 라이너로 선명하고 또렷한 아이라인을 연출하고, 은근한 쉬머 섀도우 라이너로 은은하고 깊은 눈매를 완성해줍니다.<br> - 롱래스팅 파우더가 피부에 착! 밀착되고 피지나 유분기를 흡수하여 번짐 없이 하루 종일 또렷한 눈매를 지속할 수 있습니다.",캐시캣 S다이어리 투샷 라이너,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29422&TipSeq=36722,[2013.05.29] 14화 Ⅳ. Bad girls 메이크업(1)
32899,"3.2g / 32,000",다이아몬드처럼 빛나는 입술,셀레뷰 블랙 세럼 립 루즈 #05호 스모크 로즈,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=32895&TipSeq=53664,[2017.11.01] 34화 Ⅱ. 4MC's 메이크업
32366,"12,500",적당한 탄력있는 실리콘 고무 원형으로 무리없이 속눈썹의 뿌리부터 컬이 나오는 뷰러,시세이도 마끼아쥬 뷰러,,
24547,"3.5g / 32,000","어떠한 형태, 길이의 눈썹에도 균일하게 발리며 글로시하고 내추럴한 피니쉬를 제공하는 워터 프루프 아이브로우 매니큐어",슈에무라 아이브로우 매니큐어 (허니 글레이즈),http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29386&TipSeq=36481,[2012.07.25] 25화 Ⅰ. baby & lady 메이크업 - 눈썹
11559,"17g / 8,800",눈에 띄는 모공 및 잔주름을 빈틈없이 메워주어 매끈한 도자기 피부로 연출해주는 오일 컨트롤 밤,더페이스샵 페이스잇 오일컷모공밤,,
32053,"2.8g / 36,000",완벽한 페어링의 상호보완되는 2가지의 컬러로 다양한 브로우를 연출할 수 있는 브로우 듀오,맥 브로우 스컬프트 브로우 듀오 #레드헤드,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=32058&TipSeq=50349,[2017.02.26] 2화 Ⅰ.최초공개 블랙핑크 REAL 애정템
28653,"15g / 35,000원",수분함량 55% 워터베이스 쿠션,바닐라코 잇 래디언트 CC 쿠션,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29451&TipSeq=36923,[2014.03.26] 4화 Ⅲ. 수분 광채 핑크 라이트 메이크업
28320,4.7g / 16000원,"가벼운 사용감, 드라마틱한 밀착감 우수한 발색력의 고감도 리퀴드 루즈",클리오 버진 키스 립니큐어,http://getitbeauty.m.tving.com/VOD/SELFView/35801,겟잇뷰티 SELF < 거부할 수 없는 아찔 매력! 드라마틱한 립 열전 >
24528,"65g / 52,000",임상적으로 검증된 피부를 밝혀주는 브라이닝 스킨케어 효과와 피부를 즉각적으로 환하게 해주는 브라이트닝 효과를 동시에 주는 메이크업 베이스,슈에무라 UV 언더베이스 화이트닝 무스 SPF 30 PA++,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29325&TipSeq=36262,[2011.04.13] 11화 Ⅰ. 스피드 메이크업 - Face(4.4.8권법)
32898,"3.2g / 32,000",다이아몬드처럼 빛나는 입술,셀레뷰 블랙 세럼 립 루즈 #01호 레드 블랙,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=32895&TipSeq=53664,[2017.11.01] 34화 Ⅱ. 4MC's 메이크업
32161,"1ea / 6,500",2주 후 아기처럼 보들보들한 발로 케어해주는 풋 필링 마스크,아리따움 모디 풋 필링 마스크,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=32158&TipSeq=50773,[2017.04.02] 7화 Ⅰ.내 몸 SORRY AWARDS 꿈치 케어
31383,"4.5gx2 / 14,000",촉촉 영양 케어를 해주는 에멀젼 틴트와 자연스러운 발색을 해주는 젤 틴트의 만남,바닐라코 two kisses,,
24515,"6.5g / 32,000",Brand : 랑콤(LANCOME),랑콤 힙노즈 (No.01 누와르 힙노틱),http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29363&TipSeq=36259,[2012.02.15] 2화 Ⅳ. For 30대- 눈속임 동안 메이크업
33027,"30ml / 62,000",일명 ‘모공 파데’로 불리는 인기 제품. 모공을 촘촘하게 커버해주며 가볍게 밀착되는 것이 특징.,슈에무라 페탈 스킨 플루이드 파운데이션,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=33039&TipSeq=54458,[2018.02.16] 4화 Ⅱ. 제품력 필터링
11550,"15g / 35,000",쫀쫀 탱탱 찰진 피부를 위한 테이크아웃 파운데이션,"캐시캣 찰크림 파운데이션 SPF23,PA++",http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29345&TipSeq=36141,[2011.08.31] 31화 Ⅳ. 촉촉한 타입의 콤팩트 파운데이션
27559,"12g / 38,000",피부를 실키하게 표현해주고 하루종일 산뜻하고 보송한 상태의 피부로 지속시켜주는 화이트 컬러의 투명 피니싱 파우더.,맥 프렙+프라임 트랜스페어런트 피니싱 파우더,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29421&TipSeq=36715,[2013.05.22] 13화 Ⅳ. 지우개 메이크업(1)
33026,"30ml / 49,000",빛을 분산시키는 입자가 함유되어 결점 없이 매끈하고 윤기 있는 피부를 표현해주는 제품.,어반디케이 네이키드 스킨 파운데이션,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=33039&TipSeq=54458,[2018.02.16] 4화 Ⅱ. 제품력 필터링
33025,"30ml / 30,000",자석처럼 밀착되어 촉촉하게 피부 결점을 커버해주며 매끄러운 발림으로 자연스러운 피부연출이 가능한 제품.,쉬드엘 아티스트웨어 스킨핏 리퀴드 파운데이션,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=33039&TipSeq=54458,[2018.02.16] 4화 Ⅱ. 제품력 필터링
28319,30ml / 32000원,최상의 컬러표현을 구현하는 실리콘 코팅 피그먼트가 피부결점을 완벽하게 커버하며 도포하는 순간 완벽하게 밀착해 여러 번 덧발라도 밀림 없는 피부표현이 가능한 파운데이션,클리오 킬커버 하이스트 웨어 파운데이션,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29466&TipSeq=37012,[2014.08.20] 19화 Ⅱ. 뷰티 진상녀 탈출 It - Item
27558,"3.4g / 37,000",촉촉하게 영양을 공급하는 비타민E가 함유된 립스틱,나스 립스틱 (로만홀리데이),,
23056,"50ml / 475,000",혁신적인 헥사펩타이드가 피부탄력을 높여주고 리프팅 효과의 안티에이징 크림입니다. 부드럽게 피부를 감싸는 텍스쳐로 피부보호막을 형성하여 피부 기능을 회복시켜 주어 탄력있고 촉촉하게 변화시켜 줍니다.,샹테카이 바이오다이나믹 리프팅 크림,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29419&TipSeq=36699,[2013.05.08] 11화 Ⅲ. 티 안나 메이크업
28652,"8,900원",반짝반짝 은은한 펄감을 효과적으로 표현해 주는 펄 브러쉬,스킨푸드 프리미엄 터치 펄 브러쉬,,
24510,"8g / 47,000",스킨케어 제품에 사용되는 계면활성제를 사용하여 진동기술과 완벽한 시너지를 이루는 최적의 입자 분산이 속눈썹을 균일하고 부드러운 새로운 형태의 마스카라 필름으로 감싸며 속눈썹의 뿌리부터 끝까지 완벽하게 발리어 아침부터 저녁까지 짙은 검정빛으로 연출해줍니다.,랑콤 오실라씨옹,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29321&TipSeq=36281,[2011.03.16] 7화 Ⅲ. 특별한 기능의 마스카라
28318,3.5g / 12000원,풍부한 컬러감의 맑은 발색으로 윤기 가득한 볼륨 입술을 만들어주는 립스틱,이니스프리 컬러 글로우 립스틱 5호 짙은 플럼 버건디,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29429&TipSeq=36780,[2013.08.21] 21화 Ⅱ. Make up Wake up : 도화 메이크업
32897,"4g / 32,000",블랙 마블이 선사하는 엣지있는 눈매 화려한 빛과 색감을 담은 아이 메이크업,셀레뷰 엣지 쿼드 아이섀도우 #01 블랙 아우라,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=32895&TipSeq=53663,[2017.11.01] 34화 Ⅰ. 김기수's 메이크업
27557,"3.7g / 35,000","하이브리드 피그먼트로 더욱 선명해진 발색력, 촉촉하고 편안하게 지속되는 컬러와 다양한 입술 보호 성분으로 메이크업과 립 케어를 한번에 할 수 있음",슈에무라 루즈 언리미티드 (PK325 수줍은 핑크),,
32160,"7,000",부드러운 모로 발의 각질 제거와 세척까지 해결해주는 제품,이지피트 발세척 슬리퍼,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=32158&TipSeq=50773,[2017.04.02] 7화 Ⅰ.내 몸 SORRY AWARDS 꿈치 케어
28317,42000원,몇 번의 터치로 얼굴 중앙에 넘치는 아우라와 차오르는 볼륨감을 부여하여 큐레이팅 컬러를 더욱 완벽하게 해주는 브라이트닝 컨실러,손앤박 프론트 볼륨터치,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29429&TipSeq=36780,[2013.08.21] 21화 Ⅱ. Make up Wake up : 도화 메이크업
11101,"30ml / 17,000",들뜸 없이 피부에 완벽하게 밀착되어 잡티 없이 깨끗하고 윤기나는 피부로 연출해주는 리퀴드 타입 롤러 비비,홀리카홀리카 페이스 2 체인지 리퀴드 롤러비비(SPF30 PA++),http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29316&TipSeq=36325,[2011.02.09] 2화 Ⅱ. 일석이조 멀티 코스메틱 제품
26924,"125ml / 39,000","메이크업 포에버의 베스트셀러 미스트 앤 픽스가, 미스트와 메이크업픽서의 혁신적인 2in1 기능으로 더욱 업그레이드 되어 돌아왔습니다.",메이크업포에버 미스트 & 픽스,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29362&TipSeq=36199,[2012.02.08] 1화 쓰리고 법칙3. 잘 채우고! (with 장윤주)
28316,20000원,애교살을 만들기 위해 라인을 잡아주는 세이핑 펜슬과 애교살 부위에 펴 발라 볼륨감 있어 보이게 연출해 주는 플럼핑 펜슬,손앤박 애교살 펜슬 듀오,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29429&TipSeq=36780,[2013.08.21] 21화 Ⅱ. Make up Wake up : 도화 메이크업
32157,"4g / 12,000",불규칙한 헤어 라인을 빈틈없이 채워주는 원미닛 헤어라인 섀도우,더샘 실크 헤어 스타일 픽스 원미닛 섀도 (블랙 브라운 / 내추럴 브라운),,
32052,"0.8g x 9 / 63,000",버건디 계열의 색감으로 구성되어 다양한 색의 조합을 가능하게 하는 섀도우 팔레트,맥 아이섀도우 바이나인 팔레트 #버건디,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=32058&TipSeq=50349,[2017.02.26] 2화 Ⅰ.최초공개 블랙핑크 REAL 애정템
28315,2.5g / 58000원,아이 크레용과 파우더가 하나가 된 펜슬 아이 섀도우로 가루날림이나 번진 현상 없이 처음 메이크업 상태가 지속되며 아이 홀 커브에 맞춰 설계된 팁을 사용하여 손쉽게 메이크업 가능,RMK 크레용 앤 파우더 아이즈,,
32051,"16,000","속눈썹 뿌리부터 한올한올 LONG & UP/2.5mm 초슬림 브러쉬, 파워프루프 효과로 번짐,떨어짐 없이, 뷰러 없이 C컬 픽스",지베르니 센스티브 브러시 블랙 마스카라,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=32058&TipSeq=50349,[2017.02.26] 2화 Ⅰ.최초공개 블랙핑크 REAL 애정템
10989,"1g / 16,000",번들거림 없이 자연스러운 눈매를 연출할 수 있습니다.,캐시캣 이지 아이라이너,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29374&TipSeq=36394,[2012.05.02] 13화 Ⅳ. 모인 눈 메이크업 HOW TO
32896,"3.2g * 6 / 79,000",수분감 넘치는 하이라이터와 선 워시 브론저,나스 보르 드 쁠라쥬 하이라이팅 앤 브론징 팔레트,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=32895&TipSeq=53663,[2017.11.01] 34화 Ⅰ. 김기수's 메이크업
24506,"65g / 58,000",광 무스 타입의 파운데이션,슈에무라 무스 파운데이션,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29400&TipSeq=36573,[2012.10.31] 39화 Ⅲ. 이연희 메이크업
26923,"20ml / 54,000","마이크로 펄 3D 테크놀로지의 미세한 입자로 완성된, 아무것도 바르지 않은 듯 가벼운 질감으로 피부 위에 쉬폰 베일을 두른 듯 보송보송하고 부드럽게 피부에 녹아드는 밀착력을 자랑한다. 갓 피어나는 꽃 봉오리의 생생한 컬러감에서 영감을 얻은 화사한 세 가지 색상은 마치 컬러 베일처럼 자연스럽게 피부를 감싼 듯 생기 넘치는 치크를 연출해준다. 한 번의 터치로 치크는 물론 눈과 입술까지 자연스러운 생기를 불어넣는 멀티 아이템이다.",조르지오아르마니 블러싱 패브릭 블러셔,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29338&TipSeq=36183,[2011.07.13] 24화 Ⅴ. 초강력 워터프루프 색조메이크업
10988,"2g / 8,000원",- 젤라이너를 펜슬로 그린 듯 부드러운 터치감과 화려한 컬러의 아이라이너,캐시캣 워터프루프 펜슬 젤라이너,,
28651,"20,000원",흰 모와 검은 모를 2중으로 텐션을 달리하여 심고 평면으로 컷팅하여 하이라이터와 파우더 류를 얇고 균일하게 연출,브이디엘 듀오 화이버 페이스 브러쉬,,
26922,"2.8g / 58,000원","가벼운 감촉, 부드러운 밀착이 특징인 치크로 그 날 그 날 연출하고 싶은 이미지에 맞춰 다양한 색상이 준비된 치크 라인이다.",RMK 인지니어스 파우더 치크,,
27556,"10g / 35,000",-화려한 반짝임과 얼굴의 곡선미를 강조해 입체감을 더해주는 스틱형 크림 블러셔,시세이도 엑센츄에이팅 컬러 스틱,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29386&TipSeq=36482,[2012.07.25] 25화 Ⅱ. baby & lady 메이크업 - 볼 & 입술
32156,"3.5g / 14,000",팡팡 두드려서 울퉁불퉁한 헤어 라인을 정리해주고 동안 얼굴로 연출하는 헤어 섀도우,마몽드 팡팡 헤어 섀도 (동안 헤어/라이트 브라운),,
10978,"1.25g / 2,000","섬세한 펄감이 잔잔하게 빛나듯, 여린 컬러가 부드럽게 밀착되어 눈가를 촉촉하게 만들어주는 크림 섀도우",미샤 더 스타일 모노터치 섀도우 (CBE01),,
27555,"6ml / 36,000",트루 비젼 테크놀로지가 입체적인 마무리감과 반짝임을 주어 생동감있는 룩으로 완성시켜줍니다.,에스티로더 퓨어 칼라 립글로스,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29386&TipSeq=36483,[2012.07.25] 25화 Ⅲ. 자신감을 되찾아 줄 타임머신 메이크업
10930,"40ml / 12,000","존, C존, 애플존 등을 화사하고 입체적으로 밝혀주는 리퀴드 하이라이터와 눈가를 밝혀주는 아이존 브라이트너를 듀얼로 사용하여 황금비율에 기초한 이상적인 페이스로 완성시켜줍니다.",에뛰드하우스 황금 비율 페이스글램,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29319&TipSeq=36299,[2011.03.02] 5화 Ⅰ. 펄 베이스 + 하이라이터
28314,1.2g / 6000원,"쥬얼 파우더가 눈가 피부를 매끄럽고 건강하게 유지 시켜주며, 비타민E 아세테이트가 함유되어 외부환경으로 인한 피부자극을 방지하며 탄성감이 좋은 NBR 스펀지 팁이 내장되어 높은 컬러표현 가능",어퓨 컬러 롱웨어 섀도우 스틱,,
23043,"50g / 105,000","모이스처라이저의 기능과 화운데이션의 기능, 피부 보호의 기능을 동시에 제공해 주는 산뜻하고 가벼운 사용감의 틴티드 모이스처라이저입니다. 피부의 균형을 찾아주고 피부톤을 자연스럽고 균일하게 커버하여 건강하고 아름다운 피부로 표현해 줍니다.",샹테카이 저스트 스킨 안티 스모그 틴티드 모이스처라이저 SPF 15,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29348&TipSeq=36109,[2011.09.21] 34화 Ⅱ. 다크닝 제로 메이크업
27554,"3g / 26,000",실크처럼 부드러운 텍스처로 브러시를 이용하여 또렷한 눈매를 연출하거나 블렌딩하여 아이 섀도우처럼 활용할 수 있는 크림 젤 타입의 스머지 프루프 아이라이너,맥 플루이드라인 (매크로바이올렛),http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29386&TipSeq=36483,[2012.07.25] 25화 Ⅲ. 자신감을 되찾아 줄 타임머신 메이크업
26921,"4.4ml / 40,000","완벽한 피부 표현을 위해 개발된 새로운 개념의 컨실러. 눈 밑의 어두운 다크 서클이나 흉터 같은 피부의 결점, 그리고 칙칙한 부위 등을 자연스럽게 감추어준다.",조르지오아르마니 하이 프레시젼 리터치 (3호),http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29317&TipSeq=36313,[2011.02.16] 3화 Ⅳ. 황민영 에디터's Pick 제품소개
28313,1.2g / 10000원,"수분감이 가득한 촉촉한 입자로 개발되어 가볍고 부드러우며 밀착력이 우수, 포인트를 위한 섀도로 사용할 수 있을 뿐 아니라 블렌딩하여 은은한 그라데이션 섀도로 사용 가능",바닐라코 애시드 컬러 오토 스틱 섀도,,
24505,"11g / 55,000","뛰어난 커버력과 촉촉한 윤기를 선사하는 스틱타입의 파운데이션 조명을 받은 듯 촉촉하고, 컨실러를 사용하지 않아도 피부의 결점을 커버하고 촉촉한 윤기를 선사하여 건강한 피부톤을 연출하는 컨실러 스틱 파운데이션입니다.",슈에무라 노바라 컨실러 스틱 파운데이션,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29325&TipSeq=36262,[2011.04.13] 11화 Ⅰ. 스피드 메이크업 - Face(4.4.8권법)
26920,"27ml / 60,000원","30% 이상 함유된 해양심층수와 천연 보습성분으로 피부는 하루 종일 촉촉하게 유지되고, 마카다미아 오일이 함유된 글로우 복합체가 주는 빛나는 윤기로 더욱 맑고 건강해 보이는 수분 빛 피부를 연출해 준다.",슈에무라 일루미네이팅 모이스춰 파운데이션,,
32893,"30ml / 117,000",각기 다른 빛을 분산시켜 섬세한 거울처럼 피부에 화사한 광채를 선사하는 파운데이션,겔랑 빠뤼르 골드 래디언스 파운데이션,,
22991,"12.5ml / 45,000",혈색 있는 입술과 수줍게 물든 홍조를 만들어 주는 리퀴드 스테인,베네피트 베네틴트,http://getitbeauty.m.tving.com/BeautyTip/View?EpisodeID=29372&TipSeq=36378,[2012.04.18] 11화 Ⅳ. 오리발 메이크업
28312,2.8g / 33000원,실크처럼 부드러운 크림 텍스쳐가 두 볼을 자연스럽게 물들여 은은하게 윤기 나는 피부로 하루 종일 지속시켜 줌,슈에무라 크림 온,http://getitbeauty.m.tving.com/VOD/SELFView/35800,겟잇뷰티 SELF < 볼륨 속눈썹 3단 콤보 >
